NOSE_x,NOSE_y,LEFT_EYE_INNER_x,LEFT_EYE_INNER_y,LEFT_EYE_x,LEFT_EYE_y,LEFT_EYE_OUTER_x,LEFT_EYE_OUTER_y,RIGHT_EYE_INNER_x,RIGHT_EYE_INNER_y,RIGHT_EYE_x,RIGHT_EYE_y,RIGHT_EYE_OUTER_x,RIGHT_EYE_OUTER_y,LEFT_EAR_x,LEFT_EAR_y,RIGHT_EAR_x,RIGHT_EAR_y,MOUTH_LEFT_x,MOUTH_LEFT_y,MOUTH_RIGHT_x,MOUTH_RIGHT_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_PINKY_x,LEFT_PINKY_y,RIGHT_PINKY_x,RIGHT_PINKY_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_THUMB_x,LEFT_THUMB_y,RIGHT_THUMB_x,RIGHT_THUMB_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_HEEL_x,LEFT_HEEL_y,RIGHT_HEEL_x,RIGHT_HEEL_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y
769.5985412597656,29.98265504837036,772.1174621582031,15.304649770259857,772.4760437011719,15.797334015369415,772.7349090576172,16.233907788991928,765.7660675048828,11.980605572462082,761.3572692871094,9.62908074259758,756.2329864501953,6.779024451971054,753.9041900634766,15.503453761339188,731.8685913085938,2.37125800922513,760.5496978759766,44.335555136203766,753.7885284423828,41.616618633270264,730.5992126464844,96.96204900741577,659.0013122558594,93.54310154914856,719.6701812744141,211.94221258163452,647.8121948242188,228.85836839675903,726.1160278320312,301.34225606918335,665.0794219970703,347.7092385292053,729.3065643310547,328.3124899864197,662.8556060791016,375.6639289855957,734.5790100097656,325.05279064178467,674.8929595947266,375.4519271850586,728.8278961181641,315.2233958244324,677.3722076416016,366.99567317962646,709.5652770996094,319.8787021636963,669.0662384033203,327.27895975112915,714.0213012695312,454.746994972229,672.9774475097656,480.85471630096436,696.5766906738281,565.9536123275757,655.9906768798828,610.8331489562988,683.6550140380859,585.3388166427612,643.3731079101562,634.4915199279785,758.3733367919922,592.6797437667847,707.3798370361328,662.295298576355
796.1161804199219,59.97611403465271,800.3594207763672,46.68936789035797,800.6399536132812,46.59608602523804,800.8930969238281,46.38401985168457,795.50537109375,42.94263035058975,792.1385192871094,40.24883955717087,788.3818054199219,37.20419704914093,780.6111907958984,39.458282589912415,766.2514495849609,28.34436446428299,784.4224548339844,73.45868825912476,777.7728271484375,68.65562438964844,749.2781829833984,110.3340196609497,673.7383270263672,110.76420307159424,742.7790832519531,222.5241494178772,654.6646881103516,244.49854373931885,743.6324310302734,310.6265616416931,664.8112487792969,365.3619718551636,748.0056762695312,341.15469217300415,660.8985900878906,394.41608905792236,747.7216339111328,338.19992780685425,672.3313903808594,394.8586320877075,741.9654846191406,328.6859178543091,675.5308532714844,384.33295726776123,710.5076599121094,320.5195999145508,667.6043701171875,328.13533544540405,712.0115661621094,456.0926914215088,669.1826629638672,480.5557680130005,696.5840148925781,566.340708732605,656.1537170410156,608.1078958511353,683.5701751708984,585.1711463928223,643.6967468261719,629.3916749954224,758.2099914550781,593.7851572036743,705.1240539550781,662.3007917404175
803.7013244628906,76.33051335811615,809.2539215087891,61.813486218452454,809.6778106689453,61.48898720741272,810.0763702392578,60.95959424972534,803.7528991699219,57.886061668395996,799.8130798339844,54.70491886138916,795.3996276855469,51.10148906707764,789.3183898925781,51.15906536579132,773.7785339355469,40.69195657968521,791.94580078125,88.02800238132477,785.1620483398438,83.21975111961365,762.7928161621094,116.32405757904053,680.0819396972656,121.01722598075867,754.5768737792969,227.84745454788208,658.1797790527344,255.3096055984497,752.8713989257812,313.2078766822815,664.4673156738281,370.3199815750122,758.7030029296875,342.32741832733154,659.4664001464844,399.7425699234009,756.87255859375,340.2109622955322,670.6341552734375,398.447470664978,751.5655517578125,330.59717416763306,674.0769958496094,387.9478883743286,711.3040161132812,321.32076501846313,663.4413146972656,329.66734886169434,712.5718688964844,455.46531200408936,668.2638549804688,480.33488273620605,698.7494659423828,565.9875583648682,656.6355895996094,608.0214214324951,685.1606750488281,584.2524576187134,644.0839385986328,629.0017890930176,758.1744384765625,594.8038816452026,703.0120086669922,663.7878942489624
814.9656677246094,104.65580463409424,820.6468200683594,87.95052945613861,820.5634307861328,87.38638043403625,820.3404998779297,86.60410344600677,816.6025543212891,83.91335427761078,813.2466888427734,80.3542560338974,809.2008972167969,76.13456189632416,798.0485534667969,73.64900171756744,786.7345428466797,62.18843758106232,801.9377899169922,112.97928929328918,796.7930603027344,108.2121992111206,764.1792297363281,132.9286801815033,689.4269561767578,135.9275507926941,754.3404388427734,248.90339612960815,661.1776733398438,271.5818381309509,758.8188171386719,329.3691945075989,663.7030029296875,384.12189960479736,762.8266906738281,355.8757710456848,657.8938293457031,416.4489555358887,760.6508636474609,355.89858055114746,670.70556640625,413.6106204986572,757.3778533935547,346.2426495552063,674.0872192382812,402.78295040130615,710.2835083007812,330.0150489807129,653.7266540527344,335.136137008667,715.7743072509766,454.66644287109375,665.4108428955078,480.8414125442505,698.7599182128906,565.9429264068604,656.7262268066406,610.947003364563,685.1590728759766,583.9060878753662,643.5397338867188,630.347957611084,757.6250457763672,595.1903772354126,705.3750610351562,664.7070121765137
824.2037963867188,127.60399103164673,830.5260467529297,111.77581429481506,830.6887054443359,111.3590955734253,830.7618713378906,110.84460496902466,826.4028930664062,108.23945045471191,823.3889770507812,105.13745427131653,819.7719573974609,101.56706929206848,809.5742034912109,99.22699213027954,797.2206115722656,87.78883516788483,812.1028900146484,136.15212678909302,806.5076446533203,131.3830840587616,777.1080017089844,156.31388425827026,693.9180755615234,155.51059484481812,758.7465667724609,270.42717933654785,662.0516967773438,294.1420269012451,758.6960601806641,351.82082891464233,663.7440490722656,408.2215690612793,762.6429748535156,377.80171394348145,657.9796600341797,440.36224365234375,759.2887878417969,379.7907543182373,670.4021453857422,438.9839744567871,754.6381378173828,371.40183448791504,673.9904022216797,427.8252124786377,710.1449584960938,338.06204080581665,653.109130859375,354.57955598831177,715.8395385742188,456.2395477294922,666.2369537353516,481.93742752075195,698.9133453369141,565.1462888717651,661.3930511474609,606.0504913330078,684.6323394775391,583.8826990127563,647.5059509277344,625.5493354797363,757.6029968261719,599.390459060669,711.0258483886719,656.9219541549683
833.5559844970703,149.2749309539795,841.2474060058594,133.14623951911926,841.5769195556641,132.40946888923645,841.8785858154297,131.62200450897217,837.5215148925781,130.39632081985474,834.9079895019531,127.56293177604675,831.8695831298828,124.38139200210571,821.1689758300781,119.93053436279297,808.9778137207031,110.54192304611206,820.8533477783203,158.03089499473572,815.8423614501953,153.75680565834045,780.8950042724609,173.45750212669373,701.6300201416016,174.3627154827118,758.3585357666016,285.6266140937805,663.3470153808594,310.36527156829834,758.1125640869141,371.64859771728516,663.734130859375,427.0985269546509,762.0973205566406,391.74817085266113,657.7460479736328,456.3351631164551,758.8005065917969,394.2842960357666,668.6580657958984,455.09748458862305,754.2580413818359,387.06408977508545,672.4345397949219,443.9790201187134,709.2955780029297,339.68007802963257,653.1837463378906,359.46887969970703,715.9444427490234,459.6329927444458,666.7723083496094,485.3547763824463,702.4054718017578,573.013744354248,662.1162414550781,605.9865045547485,686.5016937255859,589.8627805709839,649.2539978027344,625.0327205657959,757.8510284423828,599.2106866836548,710.6686401367188,657.1849393844604
835.1076507568359,161.89435958862305,842.1754455566406,146.57618880271912,842.4491119384766,145.90617299079895,842.6118469238281,145.04258751869202,837.8598785400391,143.4245502948761,834.7650909423828,140.2193319797516,831.2419891357422,136.45185828208923,822.037353515625,131.71852111816406,810.0486755371094,121.65131092071533,821.929931640625,169.49475288391113,817.1803283691406,164.48636054992676,783.7241363525391,182.05345630645752,704.1056823730469,185.5079698562622,760.2901458740234,289.6569871902466,666.2058258056641,318.8240146636963,758.538818359375,375.8950710296631,664.3879699707031,434.24856662750244,761.8421173095703,398.39962005615234,657.2647857666016,464.61211681365967,758.1924438476562,400.4042387008667,667.7471923828125,464.8234748840332,753.7863922119141,392.7261257171631,672.0733642578125,452.5150966644287,706.0739135742188,344.0434956550598,641.1631774902344,354.87582206726074,716.0601043701172,459.65256214141846,662.989501953125,485.0583600997925,702.3550415039062,574.0392923355103,660.4865264892578,605.953631401062,685.6515502929688,592.4223804473877,646.3861083984375,625.1989316940308,757.8398895263672,600.7156848907471,705.9288787841797,661.740231513977
840.8029174804688,195.77621698379517,848.4977722167969,181.71457529067993,848.7973022460938,181.02426052093506,849.0921783447266,180.14902353286743,845.330810546875,178.3698070049286,843.2210540771484,175.42571783065796,840.9625244140625,172.0892322063446,829.4886779785156,164.98002648353577,821.356201171875,157.1317756175995,826.2041473388672,204.9320125579834,822.2776794433594,199.17818069458008,785.7194519042969,210.57746171951294,707.8523254394531,208.1701898574829,758.7963104248047,312.8050947189331,669.2584991455078,337.5540518760681,756.5415954589844,399.47503566741943,664.4873809814453,448.1380319595337,760.6417846679688,421.21620655059814,655.2964782714844,480.21265983581543,756.0206604003906,422.3387861251831,666.9879913330078,479.94619846343994,751.5414428710938,413.98810386657715,672.0275115966797,469.95224475860596,704.3376159667969,359.30835485458374,634.1712188720703,364.85621452331543,774.8970794677734,423.8191080093384,666.0890197753906,485.0096082687378,707.7909851074219,530.6488752365112,663.1707000732422,580.4953050613403,685.5453491210938,540.8316135406494,646.2447357177734,585.1613616943359,744.9842071533203,586.6394090652466,707.3139190673828,641.9440269470215
845.6056213378906,205.66107988357544,854.6009826660156,191.4171552658081,854.869384765625,190.71533918380737,855.1368713378906,189.88784551620483,851.4012908935547,189.40706491470337,849.2186737060547,187.12323904037476,846.8052673339844,184.47351694107056,834.4600677490234,176.43355250358582,825.4123687744141,169.84516739845276,831.4171600341797,212.73013830184937,827.5734710693359,208.8797092437744,788.5906982421875,219.17851209640503,709.9203491210938,215.38391590118408,758.6701965332031,321.4100933074951,671.8086242675781,346.0373854637146,755.3781127929688,409.6091938018799,665.7176208496094,455.0733232498169,758.0064392089844,432.98737049102783,655.3690338134766,484.2218542098999,752.4192810058594,434.7575855255127,667.0728302001953,484.9153232574463,749.2537689208984,427.0648384094238,672.078857421875,476.6129207611084,696.5718078613281,356.6096234321594,626.7525100708008,364.4009256362915,761.6782379150391,422.13141918182373,667.1540832519531,484.8088502883911,713.6141204833984,537.7642822265625,672.1009826660156,587.6854276657104,689.1778564453125,551.3644981384277,659.9556732177734,597.9102659225464,751.4371490478516,589.1284990310669,725.0632476806641,643.4099292755127
843.3033752441406,239.69419240951538,852.9627990722656,226.9933533668518,853.3542633056641,226.1898708343506,853.7918853759766,225.22356748580933,850.5124664306641,224.08045291900635,849.0202331542969,221.2880802154541,847.4526977539062,218.18766117095947,837.0309448242188,208.47887992858887,830.2970886230469,202.0772409439087,828.5664367675781,245.81520795822144,825.3665924072266,241.33418083190918,787.4626159667969,244.3129563331604,714.7647094726562,237.79209852218628,761.3096618652344,340.9908413887024,675.3632354736328,361.4297676086426,753.4386444091797,425.27732849121094,664.9481201171875,463.63579273223877,753.6705780029297,445.9586191177368,653.6846160888672,493.59357833862305,745.0992584228516,449.291296005249,666.2104797363281,495.41632175445557,743.9529418945312,440.76500415802,671.6819000244141,486.6374731063843,687.2222137451172,369.07689571380615,622.104606628418,374.2156219482422,755.4953002929688,427.11925506591797,667.5955200195312,489.86359119415283,716.6075134277344,541.7172145843506,663.9911651611328,592.3969316482544,692.9251098632812,557.5044393539429,642.1672821044922,603.7922430038452,751.7399597167969,590.5284833908081,701.0341644287109,655.1492929458618
